1638960996.000000, 1638960996.000000, 1638960996.000000
32.000000, 32.000000, 32.000000
-35,32,42
-35,33,42
-35,32,42
-35,33,44
-35,32,43
-35,32,43
-34,32,43
-33,32,44
-35,33,44
-35,33,44
-35,32,43
-33,32,44
-33,32,43
-34,33,44
-35,33,44
-35,32,44
-34,32,44
-33,31,44
-33,32,44
-33,32,44
-33,32,44
-34,32,44
-34,32,44
-34,32,44
-33,32,44
-33,32,44
-33,32,44
-33,32,45
-34,32,45
-34,32,44
-34,32,44
-34,32,44
-34,32,44
-34,32,44
-34,32,44
-34,32,44
-34,32,44
-33,32,44
-33,33,44
-33,32,44
-34,31,45
-35,31,45
-34,30,46
-31,29,45
-31,29,45
-31,32,44
-32,32,44
-33,33,43
-35,33,44
-35,34,45
-34,34,44
-34,33,44
-34,33,44
-33,32,45
-32,32,45
-32,33,45
-31,33,44
-32,33,43
-33,33,44
-34,32,45
-34,32,45
-33,32,45
-33,32,44
-32,32,45
-30,32,45
-30,32,44
-32,32,45
-32,33,48
-33,33,48
-31,30,43
-28,30,42
-26,33,43
-34,36,47
-37,35,47
-36,32,46
-34,30,45
-29,30,46
-27,31,46
-27,32,47
-29,33,46
-31,33,46
-32,33,46
-32,32,47
-31,32,46
-29,32,46
-28,32,46
-29,33,47
-30,33,46
-31,32,46
-30,32,47
-30,31,47
-29,32,47
-28,33,47
-29,33,46
-30,32,46
-31,32,47
-29,32,47
-29,32,47
-28,32,46
-29,32,47
-30,32,47
-30,32,47
-29,32,46
-28,32,46
-28,32,47
-30,32,48
-29,32,47
-28,32,47
-28,33,46
-28,32,46
-30,33,48
-29,32,46
-29,32,46
-29,32,47
-29,32,47
-29,32,47
-29,32,47
-29,32,47
-29,32,47
-29,32,47
-28,32,47
-28,32,48
-29,31,48
-29,31,47
-28,32,47
-28,32,47
-29,33,46
-30,33,47
-30,33,47
-29,32,47
-29,32,47
-28,32,48
-28,32,47
-28,32,47
-28,32,47
-28,32,47
-28,32,48
-28,32,47
-29,32,48
-29,31,47
-29,32,48
-28,32,47
-28,33,47
-29,33,46
-29,33,47
-29,32,47
-29,31,47
-28,32,48
-28,32,48
-29,31,47
-29,32,47
-28,33,47
-28,33,47
-29,32,47
-29,32,47
-30,32,47
-29,32,48
-28,32,47
-27,32,47
-27,32,47
-27,32,47
-29,32,47
-29,32,47
-28,32,46
-28,33,47
-28,34,48
-30,34,47
-29,33,47
-30,33,47
-31,32,47
-31,32,47
-33,30,47
-34,29,47
-33,28,47
-31,28,46
-30,29,44
-29,31,41
-32,32,43
-36,33,44
-40,33,42
-41,32,41
-39,32,39
-38,33,40
-37,34,40
-37,33,41
-38,33,40
-38,33,41
-38,33,41
-38,33,41
-38,34,40
-37,33,40
-37,33,41
-37,32,42
-36,31,42
-34,31,42
-34,32,42
-35,33,43
-37,35,41
