12,20,58
12,19,59
11,20,60
12,20,61
11,19,60
10,19,60
11,19,59
11,17,61
11,18,61
12,18,60
11,19,59
11,19,59
11,19,59
10,19,59
12,18,60
11,19,61
11,18,60
11,18,60
12,16,60
12,18,60
12,19,61
12,19,62
13,19,62
13,20,60
12,19,59
11,18,58
11,19,57
11,19,57
11,19,58
11,18,59
11,16,59
11,16,59
11,16,60
13,16,62
12,18,63
12,18,61
12,18,60
12,17,60
12,17,59
12,17,59
12,18,59
12,18,60
13,18,61
13,17,62
13,17,61
12,16,60
12,15,58
12,16,58
13,16,60
13,18,62
13,17,61
12,16,61
12,16,60
12,16,60
12,17,60
12,17,59
12,17,59
13,17,60
12,17,60
12,17,60
12,17,60
12,17,60
12,17,60
12,16,61
11,17,60
12,16,61
12,15,62
13,14,64
14,14,64
20,17,65
20,16,70
20,6,74
16,-7,79
20,0,82
24,0,83
18,6,55
13,9,30
13,13,25
14,33,26
9,43,25
17,50,20
13,52,10
