id,indra_time,browser_latency,reading_time,attention_esense,meditation_esense,signal_quality,createdAt,updatedAt,label,raw_len,raw_mean,raw_std,raw_min,raw_max,raw_median,raw_q05,raw_q95,raw_abs_mean,raw_clip_ratio,bp_delta,bp_theta,bp_low_alpha,bp_high_alpha,bp_low_beta,bp_high_beta,bp_low_gamma,bp_mid_gamma,split
29,2015-05-09 23:44:46.002,954533,2015-05-09 17:00:40.480,50,43,0,2015-05-09 23:44:46.002,2015-05-09 23:44:46.002+00,math,512.0,50.140625,23.779171024435964,-24.0,128.0,50.0,11.1,91.45,50.76953125,0.0,258756.0,25707.0,4343.0,4466.0,2197.0,1124.0,592.0,522.0,train
29,2015-05-09 23:44:46.002,954533,2015-05-09 17:00:40.480,50,43,0,2015-05-09 23:44:46.002,2015-05-09 23:44:46.002+00,math,512.0,50.140625,23.779171024435964,-24.0,128.0,50.0,11.1,91.45,50.76953125,0.0,258756.0,25707.0,4343.0,4466.0,2197.0,1124.0,592.0,522.0,train
30,2015-05-09 23:44:46.014,762,2015-05-09 16:44:45.525,67,34,0,2015-05-09 23:44:44.821,2015-05-09 23:44:44.821+00,math,512.0,60.486328125,52.11405581107494,-138.0,241.0,62.5,-20.8,142.79999999999995,68.291015625,0.0,188990.0,72543.0,13742.0,13742.0,13032.0,21855.0,8927.0,10784.0,train
24,2015-05-09 23:44:46.071,"-1,571",2015-05-09 16:44:47.764,88,50,0,2015-05-09 23:44:49.392,2015-05-09 23:44:49.392+00,math,512.0,34.466796875,173.10287220696972,-438.0,648.0,41.5,-296.45,389.3499999999997,110.517578125,0.0,428567.0,49294.0,28324.0,2592.0,11523.0,24580.0,13056.0,23191.0,train
25,2015-05-09 23:44:46.124,-226,2015-05-09 16:44:47.262,54,88,0,2015-05-09 23:44:47.545,2015-05-09 23:44:47.545+00,math,512.0,55.919921875,29.26721304410272,-10.0,148.0,54.5,10.0,107.45,56.005859375,0.0,5445.0,9257.0,16449.0,19798.0,5578.0,2553.0,4057.0,2106.0,val
16,2015-05-09 23:44:46.196,-51,2015-05-09 16:44:46.350,7,29,0,2015-05-09 23:44:46.469,2015-05-09 23:44:46.469+00,math,512.0,71.306640625,101.07230604696868,-276.0,488.0,58.0,-4.799999999999997,309.6999999999997,85.822265625,0.0,1268727.0,524330.0,25519.0,65590.0,38978.0,17234.0,9273.0,4002.0,train
27,2015-05-09 23:44:46.249,-940,2015-05-09 16:44:47.378,35,34,0,2015-05-09 23:44:48.378,2015-05-09 23:44:48.378+00,math,512.0,39.71875,46.7889522717436,-95.0,165.0,38.5,-33.9,118.0,49.21484375,0.0,1003623.0,255857.0,39839.0,20815.0,34557.0,32437.0,30936.0,18595.0,train
26,2015-05-09 23:44:46.309,"-1,167",2015-05-09 16:44:47.992,66,56,0,2015-05-09 23:44:49.221,2015-05-09 23:44:49.221+00,math,512.0,48.771484375,32.264721194117435,-53.0,163.0,50.0,-1.0,99.0,50.216796875,0.0,26190.0,30935.0,28984.0,14193.0,9109.0,5968.0,10156.0,7553.0,train
17,2015-05-09 23:44:46.393,31,2015-05-09 16:44:47.436,34,84,0,2015-05-09 23:44:47.469,2015-05-09 23:44:47.469+00,math,512.0,47.685546875,26.99140390674738,-9.0,118.0,49.0,3.0,94.34999999999997,47.935546875,0.0,209497.0,83007.0,28572.0,16946.0,10254.0,7401.0,2731.0,3540.0,train
17,2015-05-09 23:44:46.393,31,2015-05-09 16:44:46.451,38,83,0,2015-05-09 23:44:46.485,2015-05-09 23:44:46.485+00,math,512.0,47.662109375,115.04298232856507,-278.0,475.0,55.5,-201.55,245.94999999999987,90.275390625,0.0,7995.0,41198.0,86825.0,13606.0,3791.0,13141.0,1231.0,4202.0,train
19,2015-05-09 23:44:46.480,14854,2015-05-09 16:44:31.826,34,100,0,2015-05-09 23:44:17.207,2015-05-09 23:44:17.207+00,math,512.0,40.625,24.18540042567003,-24.0,119.0,41.0,2.0,76.44999999999999,41.3984375,0.0,11868.0,6009.0,1805.0,56328.0,3603.0,7160.0,1106.0,1309.0,train
22,2015-05-09 23:44:46.588,7689,2015-05-09 19:44:39.080,53,43,0,2015-05-09 23:44:31.450,2015-05-09 23:44:31.45+00,math,512.0,105.46484375,184.79242666174957,-211.0,1212.0,80.5,-69.9,426.5499999999998,125.59765625,0.0,47225.0,34631.0,16812.0,819.0,2337.0,4366.0,1849.0,1945.0,train
21,2015-05-09 23:44:46.623,-45,2015-05-09 16:44:46.859,29,8,0,2015-05-09 23:44:46.961,2015-05-09 23:44:46.961+00,math,512.0,36.388671875,64.50223552171339,-121.0,200.0,42.0,-82.45,162.34999999999997,61.798828125,0.0,4551.0,5931.0,1298.0,2556.0,1887.0,2674.0,1543.0,809.0,train
28,2015-05-09 23:44:46.649,-332,2015-05-09 16:44:47.191,77,77,0,2015-05-09 23:44:47.579,2015-05-09 23:44:47.579+00,math,512.0,32.005859375,61.83583012738428,-157.0,211.0,35.0,-67.0,128.45,56.611328125,0.0,663132.0,59971.0,71837.0,16193.0,20830.0,15515.0,7986.0,12382.0,train
20,2015-05-09 23:44:46.731,1014,2015-05-09 16:44:46.008,64,54,0,2015-05-09 23:44:45.056,2015-05-09 23:44:45.056+00,math,512.0,39.8046875,23.62741673940136,-45.0,117.0,40.0,5.0,76.44999999999999,41.19140625,0.0,136325.0,12531.0,932.0,2146.0,6956.0,4762.0,1549.0,1068.0,train
18,2015-05-09 23:44:46.905,-985,2015-05-09 16:44:47.906,34,77,0,2015-05-09 23:44:48.962,2015-05-09 23:44:48.962+00,math,512.0,55.6015625,79.40172678417387,-123.0,277.0,56.0,-77.0,201.45,78.38671875,0.0,276999.0,61770.0,15993.0,34615.0,37291.0,19378.0,6431.0,3123.0,train
24,2015-05-09 23:44:46.968,"-1,573",2015-05-09 16:44:48.770,96,53,0,2015-05-09 23:44:50.398,2015-05-09 23:44:50.398+00,math,512.0,43.986328125,56.6024876657805,-125.0,219.0,44.0,-54.0,140.45,58.126953125,0.0,543001.0,179467.0,24984.0,11285.0,12763.0,32694.0,13653.0,13609.0,train
29,2015-05-09 23:44:47.030,954533,2015-05-09 17:00:41.506,69,54,0,2015-05-09 23:44:47.030,2015-05-09 23:44:47.03+00,math,512.0,47.77734375,93.97319906731032,-199.0,289.0,53.0,-149.9,221.0,85.7890625,0.0,3822.0,4419.0,7804.0,7528.0,7356.0,11645.0,2652.0,2454.0,train
29,2015-05-09 23:44:47.030,954533,2015-05-09 17:00:41.506,69,54,0,2015-05-09 23:44:47.030,2015-05-09 23:44:47.03+00,math,512.0,47.77734375,93.97319906731032,-199.0,289.0,53.0,-149.9,221.0,85.7890625,0.0,3822.0,4419.0,7804.0,7528.0,7356.0,11645.0,2652.0,2454.0,train
23,2015-05-09 23:44:47.092,1536,2015-05-09 16:44:45.600,53,53,0,2015-05-09 23:44:44.124,2015-05-09 23:44:44.124+00,math,512.0,22.20703125,46.83794482640676,-114.0,148.0,24.5,-57.9,97.45,41.265625,0.0,14512.0,18641.0,5417.0,12413.0,6637.0,5997.0,4403.0,1844.0,test
16,2015-05-09 23:44:47.104,-53,2015-05-09 16:44:47.318,8,43,0,2015-05-09 23:44:47.438,2015-05-09 23:44:47.438+00,math,512.0,32.287109375,90.06994672243226,-315.0,178.0,52.0,-215.6,107.0,75.337890625,0.0,22124.0,26942.0,14075.0,1722.0,7363.0,1604.0,484.0,210.0,train
25,2015-05-09 23:44:47.130,-226,2015-05-09 16:44:48.269,54,81,0,2015-05-09 23:44:48.552,2015-05-09 23:44:48.552+00,math,512.0,62.9921875,22.631903675229,0.0,129.0,64.0,25.0,100.0,62.9921875,0.0,19548.0,21980.0,5386.0,12313.0,12856.0,5899.0,3323.0,3045.0,val
27,2015-05-09 23:44:47.158,-940,2015-05-09 16:44:48.365,43,34,0,2015-05-09 23:44:49.364,2015-05-09 23:44:49.364+00,math,512.0,39.11328125,49.23249668520173,-137.0,199.0,36.0,-37.0,123.0,49.6484375,0.0,7521.0,9148.0,8822.0,6844.0,4957.0,37157.0,38784.0,19910.0,train
30,2015-05-09 23:44:47.220,762,2015-05-09 16:44:46.508,69,24,0,2015-05-09 23:44:45.805,2015-05-09 23:44:45.805+00,math,512.0,56.09765625,33.81114591753489,-65.0,146.0,57.0,3.0,113.0,57.85546875,0.0,56454.0,19610.0,1899.0,3291.0,6114.0,4032.0,3276.0,1484.0,train
26,2015-05-09 23:44:47.315,"-1,166",2015-05-09 16:44:48.997,64,54,0,2015-05-09 23:44:50.226,2015-05-09 23:44:50.226+00,math,512.0,42.32421875,33.54882693108879,-52.0,136.0,41.0,-12.0,98.45,45.01953125,0.0,26768.0,26335.0,11239.0,10269.0,11506.0,10107.0,4159.0,11868.0,train
17,2015-05-09 23:44:47.476,31,2015-05-09 16:44:48.457,43,81,0,2015-05-09 23:44:48.490,2015-05-09 23:44:48.489+00,math,512.0,43.9453125,24.688942550812985,-33.0,132.0,44.0,6.550000000000001,85.89999999999998,44.46875,0.0,37944.0,6997.0,4324.0,26811.0,4725.0,11631.0,3026.0,5132.0,train
22,2015-05-09 23:44:47.497,7689,2015-05-09 19:44:40.077,60,43,0,2015-05-09 23:44:32.452,2015-05-09 23:44:32.452+00,math,512.0,6.490234375,197.8449615504084,-690.0,424.0,54.5,-506.05,221.24999999999997,137.990234375,0.0,2388649.0,165118.0,33937.0,28497.0,42702.0,39453.0,28396.0,8829.0,train
21,2015-05-09 23:44:47.528,-45,2015-05-09 16:44:47.837,24,13,0,2015-05-09 23:44:47.940,2015-05-09 23:44:47.94+00,math,512.0,57.75390625,21.12134732601618,-1.0,131.0,57.0,24.55,92.0,57.7578125,0.0,445019.0,38220.0,4964.0,5383.0,7938.0,9143.0,1958.0,1658.0,train
19,2015-05-09 23:44:47.696,14854,2015-05-09 16:44:32.950,51,83,0,2015-05-09 23:44:18.246,2015-05-09 23:44:18.246+00,math,512.0,42.1171875,26.125410012856136,-41.0,101.0,44.0,0.0,87.0,42.859375,0.0,19636.0,38186.0,11274.0,39499.0,1292.0,6767.0,2270.0,1171.0,train
18,2015-05-09 23:44:47.807,-983,2015-05-09 16:44:48.907,34,41,0,2015-05-09 23:44:49.963,2015-05-09 23:44:49.963+00,math,512.0,50.86328125,193.12000615351428,-346.0,523.0,32.0,-278.45,381.8,151.9296875,0.0,108606.0,80777.0,2917.0,2958.0,4032.0,4222.0,3574.0,1045.0,train
28,2015-05-09 23:44:47.850,-332,2015-05-09 16:44:48.193,84,83,0,2015-05-09 23:44:48.584,2015-05-09 23:44:48.584+00,math,512.0,56.75,116.34018679072165,-238.0,274.0,90.5,-152.35,208.0,114.84375,0.0,582587.0,42754.0,23690.0,12909.0,12419.0,24335.0,5878.0,9167.0,train
20,2015-05-09 23:44:47.938,1013,2015-05-09 16:44:47.012,84,51,0,2015-05-09 23:44:46.055,2015-05-09 23:44:46.055+00,math,512.0,40.3828125,23.1317966680032,-52.0,116.0,40.0,5.550000000000001,80.44999999999999,41.1640625,0.0,13036.0,5127.0,4043.0,597.0,6405.0,13325.0,3386.0,4886.0,train
23,2015-05-09 23:44:47.997,1536,2015-05-09 16:44:46.599,47,53,0,2015-05-09 23:44:45.123,2015-05-09 23:44:45.123+00,math,512.0,21.765625,60.69554328457218,-180.0,218.0,23.0,-87.0,125.24999999999994,47.64453125,0.0,355037.0,71376.0,53158.0,14744.0,15906.0,5962.0,3680.0,1921.0,test
29,2015-05-09 23:44:48.008,954530,2015-05-09 17:00:42.484,44,61,0,2015-05-09 23:44:48.008,2015-05-09 23:44:48.008+00,math,512.0,50.16796875,25.709523507817558,-17.0,115.0,51.0,2.0,88.44999999999999,50.6875,0.0,26974.0,12224.0,19495.0,1580.0,3612.0,1495.0,632.0,204.0,train
29,2015-05-09 23:44:48.008,954530,2015-05-09 17:00:42.484,44,61,0,2015-05-09 23:44:48.008,2015-05-09 23:44:48.008+00,math,512.0,50.16796875,25.709523507817558,-17.0,115.0,51.0,2.0,88.44999999999999,50.6875,0.0,26974.0,12224.0,19495.0,1580.0,3612.0,1495.0,632.0,204.0,train
16,2015-05-09 23:44:48.010,-53,2015-05-09 16:44:48.318,7,37,0,2015-05-09 23:44:48.437,2015-05-09 23:44:48.437+00,math,512.0,45.3984375,113.82604531173256,-281.0,384.0,54.0,-202.7,259.79999999999995,91.3671875,0.0,1301596.0,223360.0,33314.0,21101.0,37575.0,13176.0,5631.0,3191.0,train
25,2015-05-09 23:44:48.124,-225,2015-05-09 16:44:49.272,56,74,0,2015-05-09 23:44:49.558,2015-05-09 23:44:49.558+00,math,512.0,55.791015625,98.50179089694768,-182.0,306.0,71.5,-148.9,201.45,97.111328125,0.0,8609.0,16602.0,1521.0,3503.0,4582.0,3160.0,1111.0,2889.0,val
30,2015-05-09 23:44:48.125,762,2015-05-09 16:44:47.494,67,20,0,2015-05-09 23:44:46.791,2015-05-09 23:44:46.791+00,math,512.0,50.529296875,57.62434856849243,-82.0,235.0,50.0,-40.45,162.45,61.443359375,0.0,13679.0,19735.0,4960.0,4471.0,25953.0,11689.0,10761.0,5300.0,train
24,2015-05-09 23:44:48.167,"-1,573",2015-05-09 16:44:49.796,64,37,0,2015-05-09 23:44:51.426,2015-05-09 23:44:51.426+00,math,512.0,41.23046875,197.84837157317037,-505.0,800.0,39.0,-364.35,370.0499999999994,127.41796875,0.0,1790735.0,705365.0,66222.0,36059.0,48343.0,18220.0,21203.0,18141.0,train
26,2015-05-09 23:44:48.309,"-1,166",2015-05-09 16:44:49.995,77,60,0,2015-05-09 23:44:51.230,2015-05-09 23:44:51.23+00,math,512.0,47.916015625,29.584340131220703,-39.0,119.0,51.0,-4.449999999999999,96.0,49.650390625,0.0,36333.0,12838.0,9697.0,9453.0,745.0,27823.0,9275.0,9890.0,train
27,2015-05-09 23:44:48.367,-940,2015-05-09 16:44:49.353,54,30,0,2015-05-09 23:44:50.351,2015-05-09 23:44:50.351+00,math,512.0,37.4921875,94.77417617798028,-317.0,358.0,36.0,-137.35,189.45,74.36328125,0.0,93135.0,20129.0,3819.0,4680.0,1217.0,10851.0,8044.0,5518.0,train
17,2015-05-09 23:44:48.499,31,2015-05-09 16:44:49.451,37,90,0,2015-05-09 23:44:49.486,2015-05-09 23:44:49.486+00,math,512.0,48.07421875,23.656773429129096,-19.0,130.0,45.0,8.55,89.0,48.3359375,0.0,8956.0,7824.0,15461.0,12039.0,9066.0,4786.0,4294.0,1903.0,train
18,2015-05-09 23:44:48.706,-983,2015-05-09 16:44:49.891,41,48,0,2015-05-09 23:44:50.946,2015-05-09 23:44:50.946+00,math,512.0,64.841796875,130.29799218961986,-235.0,313.0,70.0,-169.0,248.9,122.595703125,0.0,703490.0,53022.0,27642.0,12161.0,21095.0,13997.0,10876.0,6104.0,train
22,2015-05-09 23:44:48.707,7689,2015-05-09 19:44:41.071,43,43,0,2015-05-09 23:44:33.446,2015-05-09 23:44:33.446+00,math,512.0,59.990234375,102.86931324626195,-293.0,330.0,65.5,-110.8,212.45,98.181640625,0.0,376018.0,68755.0,23250.0,1873.0,3532.0,3896.0,6457.0,2230.0,train
21,2015-05-09 23:44:48.740,-45,2015-05-09 16:44:48.851,54,27,0,2015-05-09 23:44:48.953,2015-05-09 23:44:48.953+00,math,512.0,43.8125,52.08905385251301,-157.0,209.0,44.0,-75.9,135.45,57.4765625,0.0,33690.0,4953.0,1121.0,2136.0,2244.0,4138.0,2762.0,1804.0,train
28,2015-05-09 23:44:48.748,-332,2015-05-09 16:44:49.163,91,80,0,2015-05-09 23:44:49.552,2015-05-09 23:44:49.552+00,math,512.0,60.611328125,59.909300820478485,-168.0,183.0,67.0,-62.49999999999999,146.45,74.705078125,0.0,1669992.0,91288.0,54452.0,10040.0,11819.0,15379.0,7396.0,3587.0,train
20,2015-05-09 23:44:48.845,1013,2015-05-09 16:44:47.977,77,43,0,2015-05-09 23:44:47.026,2015-05-09 23:44:47.026+00,math,512.0,43.537109375,104.24502849845784,-261.0,515.0,49.5,-155.0,247.24999999999997,78.697265625,0.0,10663.0,13471.0,2757.0,2921.0,4377.0,2556.0,2453.0,2953.0,train
19,2015-05-09 23:44:48.903,14854,2015-05-09 16:44:34.283,51,80,0,2015-05-09 23:44:19.569,2015-05-09 23:44:19.569+00,math,512.0,46.234375,33.92086018749193,-41.0,167.0,44.0,-4.449999999999999,102.79999999999995,48.390625,0.0,8260.0,22525.0,10471.0,32584.0,11220.0,4966.0,2706.0,1868.0,train
23,2015-05-09 23:44:48.903,1536,2015-05-09 16:44:47.585,35,34,0,2015-05-09 23:44:46.108,2015-05-09 23:44:46.108+00,math,512.0,23.04296875,26.13296285223938,-65.0,116.0,23.0,-21.45,65.0,28.046875,0.0,356231.0,149042.0,6402.0,11044.0,5825.0,9329.0,990.0,2570.0,test
29,2015-05-09 23:44:48.986,954530,2015-05-09 17:00:43.467,35,64,0,2015-05-09 23:44:48.986,2015-05-09 23:44:48.986+00,math,512.0,49.759765625,27.214765465093915,-44.0,132.0,51.0,3.5500000000000007,92.0,50.775390625,0.0,15921.0,8032.0,25264.0,6684.0,22309.0,3235.0,2050.0,2324.0,train
29,2015-05-09 23:44:48.986,954530,2015-05-09 17:00:43.467,35,64,0,2015-05-09 23:44:48.986,2015-05-09 23:44:48.986+00,math,512.0,49.759765625,27.214765465093915,-44.0,132.0,51.0,3.5500000000000007,92.0,50.775390625,0.0,15921.0,8032.0,25264.0,6684.0,22309.0,3235.0,2050.0,2324.0,train
30,2015-05-09 23:44:49.029,761,2015-05-09 16:44:48.500,51,29,0,2015-05-09 23:44:47.799,2015-05-09 23:44:47.799+00,math,512.0,60.658203125,34.49108766074564,-65.0,185.0,61.0,4.550000000000001,112.0,62.181640625,0.0,216067.0,52864.0,34987.0,7249.0,6252.0,12763.0,13674.0,6554.0,train
24,2015-05-09 23:44:49.068,"-1,573",2015-05-09 16:44:50.753,66,35,0,2015-05-09 23:44:52.384,2015-05-09 23:44:52.384+00,math,512.0,38.47265625,73.31681063077782,-294.0,166.0,49.0,-90.45,138.89999999999998,66.99609375,0.0,1735139.0,21651.0,451.0,7016.0,1855.0,2639.0,2148.0,3589.0,train
25,2015-05-09 23:44:49.125,-225,2015-05-09 16:44:50.242,51,64,0,2015-05-09 23:44:50.526,2015-05-09 23:44:50.526+00,math,512.0,60.107421875,20.927753878898983,2.0,124.0,58.5,26.0,97.0,60.107421875,0.0,1457216.0,49663.0,6072.0,5986.0,1020.0,10100.0,3304.0,2219.0,val
16,2015-05-09 23:44:49.222,-53,2015-05-09 16:44:49.335,10,38,0,2015-05-09 23:44:49.455,2015-05-09 23:44:49.455+00,math,512.0,44.763671875,100.027343959751,-250.0,328.0,55.0,-193.0,217.84999999999985,86.490234375,0.0,20192.0,31318.0,10841.0,3574.0,1831.0,2257.0,1068.0,325.0,train
27,2015-05-09 23:44:49.278,-939,2015-05-09 16:44:50.335,54,30,0,2015-05-09 23:44:51.336,2015-05-09 23:44:51.336+00,math,512.0,38.609375,46.1770513172872,-97.0,179.0,39.0,-39.0,112.0,49.0078125,0.0,264453.0,98744.0,50100.0,13668.0,20385.0,40818.0,84306.0,16700.0,train
26,2015-05-09 23:44:49.310,"-1,166",2015-05-09 16:44:50.998,83,69,0,2015-05-09 23:44:52.230,2015-05-09 23:44:52.23+00,math,512.0,48.638671875,40.04538817218637,-67.0,166.0,49.5,-14.0,119.0,52.669921875,0.0,10111.0,9018.0,23705.0,14578.0,7758.0,7911.0,9429.0,2524.0,train
17,2015-05-09 23:44:49.493,29,2015-05-09 16:44:50.416,48,80,0,2015-05-09 23:44:50.446,2015-05-09 23:44:50.446+00,math,512.0,47.9296875,26.98058723234807,-44.0,124.0,49.5,4.0,89.0,48.83984375,0.0,8643.0,6190.0,2695.0,9460.0,7810.0,4914.0,3180.0,1518.0,train
21,2015-05-09 23:44:49.643,-45,2015-05-09 16:44:49.824,63,43,0,2015-05-09 23:44:49.926,2015-05-09 23:44:49.926+00,math,512.0,51.2265625,40.01498056270419,-105.0,180.0,51.0,-11.0,114.45,55.17578125,0.0,115902.0,5646.0,1512.0,2340.0,1370.0,1300.0,1252.0,1316.0,train
22,2015-05-09 23:44:49.672,7744,2015-05-09 19:44:42.046,48,40,0,2015-05-09 23:44:34.420,2015-05-09 23:44:34.42+00,math,512.0,46.720703125,188.4460044751032,-473.0,966.0,51.5,-286.95,306.6499999999998,132.759765625,0.0,92839.0,14871.0,3195.0,2605.0,321.0,3435.0,986.0,206.0,train
20,2015-05-09 23:44:49.753,1013,2015-05-09 16:44:48.995,66,40,0,2015-05-09 23:44:48.038,2015-05-09 23:44:48.038+00,math,512.0,39.408203125,28.18513313049524,-65.0,134.0,39.0,-5.449999999999999,85.44999999999999,41.962890625,0.0,103692.0,96525.0,28627.0,9248.0,17860.0,7522.0,3904.0,1687.0,train
28,2015-05-09 23:44:49.861,-121,2015-05-09 16:44:50.180,87,83,0,2015-05-09 23:44:50.573,2015-05-09 23:44:50.573+00,math,512.0,47.369140625,52.42854572724647,-93.0,164.0,45.0,-33.0,134.45,56.779296875,0.0,71964.0,8639.0,3597.0,8242.0,3029.0,3419.0,2431.0,1434.0,train
18,2015-05-09 23:44:49.906,-983,2015-05-09 16:44:50.902,56,60,0,2015-05-09 23:44:51.959,2015-05-09 23:44:51.959+00,math,512.0,70.28515625,55.28050570420902,-77.0,182.0,76.5,-34.0,152.0,77.05078125,0.0,1407765.0,63580.0,65135.0,14199.0,27612.0,19604.0,8367.0,4449.0,train
24,2015-05-09 23:44:49.972,"-1,571",2015-05-09 16:44:51.758,53,16,0,2015-05-09 23:44:53.387,2015-05-09 23:44:53.387+00,math,512.0,41.9296875,71.4549064088838,-202.0,235.0,41.0,-68.9,164.89999999999998,64.93359375,0.0,1021345.0,348521.0,9838.0,14193.0,35935.0,31804.0,16299.0,23765.0,train
29,2015-05-09 23:44:49.991,954530,2015-05-09 17:00:44.469,44,80,0,2015-05-09 23:44:49.991,2015-05-09 23:44:49.991+00,math,512.0,51.966796875,22.120781534057297,-7.0,108.0,53.0,17.0,87.0,52.013671875,0.0,12689.0,11528.0,33392.0,16773.0,6526.0,5770.0,1330.0,1766.0,train
29,2015-05-09 23:44:49.991,954530,2015-05-09 17:00:44.469,44,80,0,2015-05-09 23:44:49.991,2015-05-09 23:44:49.991+00,math,512.0,51.966796875,22.120781534057297,-7.0,108.0,53.0,17.0,87.0,52.013671875,0.0,12689.0,11528.0,33392.0,16773.0,6526.0,5770.0,1330.0,1766.0,train
23,2015-05-09 23:44:50.110,1536,2015-05-09 16:44:48.591,56,44,0,2015-05-09 23:44:47.115,2015-05-09 23:44:47.115+00,math,512.0,24.85546875,49.89413215216568,-117.0,188.0,23.0,-75.45,116.0,42.5390625,0.0,20623.0,9211.0,12355.0,6001.0,7969.0,8320.0,5090.0,2546.0,test
25,2015-05-09 23:44:50.132,-225,2015-05-09 16:44:51.243,60,60,0,2015-05-09 23:44:51.528,2015-05-09 23:44:51.528+00,math,512.0,57.75,25.419526819946903,-25.0,117.0,59.0,12.0,98.0,58.234375,0.0,2837.0,7510.0,11394.0,4691.0,3752.0,3706.0,1959.0,3202.0,val
16,2015-05-09 23:44:50.133,-53,2015-05-09 16:44:50.303,11,38,0,2015-05-09 23:44:50.420,2015-05-09 23:44:50.42+00,math,512.0,43.1796875,23.08270916513796,-27.0,97.0,42.0,4.0,80.44999999999999,43.8984375,0.0,55344.0,37083.0,4790.0,1845.0,734.0,1864.0,751.0,214.0,train
27,2015-05-09 23:44:50.187,-939,2015-05-09 16:44:51.359,80,30,0,2015-05-09 23:44:52.357,2015-05-09 23:44:52.357+00,math,512.0,37.361328125,44.05079973860956,-99.0,152.0,35.0,-28.0,113.34999999999997,45.591796875,0.0,14261.0,11118.0,5547.0,9364.0,7466.0,62987.0,47427.0,15335.0,train
30,2015-05-09 23:44:50.235,761,2015-05-09 16:44:49.507,51,43,0,2015-05-09 23:44:48.804,2015-05-09 23:44:48.804+00,math,512.0,52.697265625,33.75214333969316,-35.0,138.0,53.0,-1.0,113.0,53.904296875,0.0,29802.0,14512.0,24034.0,12632.0,18962.0,10756.0,6527.0,5714.0,train
26,2015-05-09 23:44:50.308,"-1,166",2015-05-09 16:44:51.980,84,63,0,2015-05-09 23:44:53.209,2015-05-09 23:44:53.209+00,math,512.0,44.49609375,36.52396452661199,-99.0,135.0,49.0,-21.45,97.0,50.0234375,0.0,134794.0,10407.0,6296.0,5696.0,9870.0,1804.0,4316.0,1033.0,train
19,2015-05-09 23:44:50.415,14854,2015-05-09 16:44:35.596,44,78,0,2015-05-09 23:44:20.983,2015-05-09 23:44:20.983+00,math,512.0,39.80859375,33.618471781112554,-55.0,137.0,38.0,-7.449999999999999,101.45,42.26171875,0.0,29725.0,22012.0,1725.0,80683.0,1499.0,4753.0,836.0,1562.0,train
19,2015-05-09 23:44:50.415,14854,2015-05-09 16:44:35.596,44,78,0,2015-05-09 23:44:20.855,2015-05-09 23:44:20.855+00,math,512.0,39.80859375,33.618471781112554,-55.0,137.0,38.0,-7.449999999999999,101.45,42.26171875,0.0,29725.0,22012.0,1725.0,80683.0,1499.0,4753.0,836.0,1562.0,train
21,2015-05-09 23:44:50.556,-45,2015-05-09 16:44:50.848,64,47,0,2015-05-09 23:44:50.952,2015-05-09 23:44:50.952+00,math,512.0,46.115234375,40.53056816051088,-74.0,164.0,49.0,-23.0,112.0,51.927734375,0.0,6801.0,16517.0,3543.0,13954.0,8655.0,11187.0,18534.0,11760.0,train
22,2015-05-09 23:44:50.583,7744,2015-05-09 19:44:43.047,44,37,0,2015-05-09 23:44:35.419,2015-05-09 23:44:35.418+00,math,512.0,59.029296875,87.21026316362149,-246.0,294.0,57.0,-84.0,201.45,84.525390625,0.0,87422.0,16420.0,4943.0,1645.0,1479.0,1696.0,2458.0,362.0,train
19,2015-05-09 23:44:50.720,14854,2015-05-09 16:44:35.969,29,96,0,2015-05-09 23:44:21.397,2015-05-09 23:44:21.397+00,math,512.0,41.38671875,21.90745047029431,-41.0,103.0,40.0,7.0,77.0,42.21875,0.0,11396.0,12073.0,13446.0,41664.0,2725.0,6485.0,6162.0,1475.0,train
19,2015-05-09 23:44:50.720,14854,2015-05-09 16:44:35.969,29,96,0,2015-05-09 23:44:21.262,2015-05-09 23:44:21.262+00,math,512.0,41.38671875,21.90745047029431,-41.0,103.0,40.0,7.0,77.0,42.21875,0.0,11396.0,12073.0,13446.0,41664.0,2725.0,6485.0,6162.0,1475.0,train
28,2015-05-09 23:44:50.761,-121,2015-05-09 16:44:51.165,80,75,0,2015-05-09 23:44:51.555,2015-05-09 23:44:51.555+00,math,512.0,47.755859375,50.032928267094505,-138.0,217.0,50.0,-30.8,132.69999999999993,56.052734375,0.0,256691.0,115846.0,55932.0,12776.0,5718.0,12905.0,9676.0,3810.0,train
18,2015-05-09 23:44:50.804,-985,2015-05-09 16:44:51.898,54,53,0,2015-05-09 23:44:52.948,2015-05-09 23:44:52.948+00,math,512.0,62.646484375,59.78589752046783,-106.0,263.0,66.0,-51.45,163.89999999999975,72.900390625,0.0,86576.0,15058.0,3558.0,2073.0,2321.0,3193.0,2252.0,1591.0,train
20,2015-05-09 23:44:50.962,1013,2015-05-09 16:44:49.998,66,60,0,2015-05-09 23:44:49.043,2015-05-09 23:44:49.043+00,math,512.0,77.658203125,547.4291606311006,-1818.0,1401.0,36.5,-1027.25,1180.7999999999995,329.107421875,0.0,5553.0,6163.0,5333.0,13854.0,7913.0,9075.0,5295.0,3378.0,train
29,2015-05-09 23:44:50.997,954534,2015-05-09 17:00:45.475,27,80,0,2015-05-09 23:44:50.997,2015-05-09 23:44:50.997+00,math,512.0,48.103515625,28.54702513205852,-25.0,133.0,49.5,2.0,96.0,48.779296875,0.0,5229.0,19109.0,6347.0,12046.0,5815.0,4161.0,792.0,948.0,train
