id,indra_time,browser_latency,reading_time,attention_esense,meditation_esense,signal_quality,createdAt,updatedAt,label,raw_len,raw_mean,raw_std,raw_min,raw_max,raw_median,raw_q05,raw_q95,raw_abs_mean,raw_clip_ratio,bp_delta,bp_theta,bp_low_alpha,bp_high_alpha,bp_low_beta,bp_high_beta,bp_low_gamma,bp_mid_gamma,split
13,2015-05-09 23:33:28.317,-293,2015-05-09 16:33:28.642,13,77,0,2015-05-09 23:33:29.001,2015-05-09 23:33:29.001+00,math,512.0,93.2578125,159.42778518490698,-475.0,378.0,131.0,-227.7,290.9,161.91015625,0.0,169175.0,126680.0,59094.0,12950.0,13670.0,9168.0,8602.0,6858.0,train
9,2015-05-09 23:33:28.401,10531,2015-05-09 16:33:18.165,20,100,0,2015-05-09 23:33:07.695,2015-05-09 23:33:07.695+00,math,512.0,32.779296875,53.05782629127974,-114.0,195.0,35.0,-53.45,116.0,50.912109375,0.0,113689.0,26867.0,21434.0,3012.0,1551.0,2610.0,1733.0,2354.0,train
3,2015-05-09 23:33:28.524,14855,2015-05-09 16:33:13.843,61,43,0,2015-05-09 23:32:59.273,2015-05-09 23:32:59.273+00,math,512.0,41.86328125,33.715619922128056,-52.0,123.0,42.0,-17.45,98.0,45.68359375,0.0,20795.0,13189.0,3918.0,11325.0,29265.0,12300.0,2085.0,3509.0,test
10,2015-05-09 23:33:28.606,-18,2015-05-09 16:33:28.633,37,70,0,2015-05-09 23:33:28.718,2015-05-09 23:33:28.718+00,math,512.0,228.21875,657.3170216814619,-1158.0,2047.0,35.5,-858.9499999999999,1735.6999999999998,434.65234375,0.009765625,1796105.0,664014.0,214458.0,537945.0,166275.0,114525.0,14511.0,14349.0,train
15,2015-05-09 23:33:28.625,9268,2015-05-09 16:33:19.581,24,69,0,2015-05-09 23:33:10.374,2015-05-09 23:33:10.374+00,math,512.0,39.04296875,61.00597202271695,-93.0,236.0,33.0,-50.0,140.0,56.10546875,0.0,109639.0,88127.0,37548.0,2348.0,1827.0,5977.0,2535.0,1863.0,train
11,2015-05-09 23:33:28.701,-178,2015-05-09 16:33:28.975,50,50,0,2015-05-09 23:33:29.211,2015-05-09 23:33:29.211+00,math,512.0,44.828125,175.17141646537078,-452.0,792.0,53.5,-282.9,330.0,115.48046875,0.0,1201794.0,62945.0,7338.0,19883.0,362.0,5321.0,1405.0,1400.0,val
5,2015-05-09 23:33:28.789,1021,2015-05-09 16:33:27.890,26,80,0,2015-05-09 23:33:26.924,2015-05-09 23:33:26.924+00,math,512.0,44.203125,28.02715183949977,-33.0,178.0,41.0,2.0,92.0,44.76171875,0.0,6622.0,6983.0,113660.0,10991.0,5001.0,7199.0,3157.0,1305.0,test
7,2015-05-09 23:33:28.795,13,2015-05-09 16:33:28.872,10,63,0,2015-05-09 23:33:28.924,2015-05-09 23:33:28.924+00,math,512.0,36.703125,152.68934758271246,-372.0,635.0,44.0,-272.4,299.5999999999999,98.19921875,0.0,70163.0,10313.0,1026.0,4036.0,2172.0,1636.0,125.0,494.0,train
1,2015-05-09 23:33:28.977,13403,2015-05-09 16:33:15.726,48,100,0,2015-05-09 23:33:02.386,2015-05-09 23:33:02.386+00,math,512.0,46.552734375,37.334231950526224,-42.0,148.0,46.5,-13.45,108.0,49.646484375,0.0,6650.0,22871.0,45854.0,191253.0,15457.0,7563.0,3962.0,2285.0,val
4,2015-05-09 23:33:28.985,7691,2015-05-09 19:33:21.374,17,100,0,2015-05-09 23:33:13.736,2015-05-09 23:33:13.736+00,math,512.0,53.990234375,32.42753192130984,-42.0,150.0,54.0,-1.4499999999999993,105.89999999999998,55.517578125,0.0,3131.0,11610.0,20863.0,54613.0,3711.0,6289.0,1815.0,2195.0,test
2,2015-05-09 23:33:29.017,26,2015-05-09 16:33:29.147,40,48,0,2015-05-09 23:33:29.178,2015-05-09 23:33:29.178+00,math,512.0,40.662109375,120.35402323167489,-293.0,248.0,53.0,-232.0,214.35,102.900390625,0.0,96747.0,24552.0,1629.0,3301.0,3926.0,4328.0,2523.0,3927.0,val
14,2015-05-09 23:33:29.052,726,2015-05-09 16:33:28.535,44,69,0,2015-05-09 23:33:27.873,2015-05-09 23:33:27.873+00,math,512.0,60.95703125,84.31098329213415,-158.0,326.0,50.5,-66.45,190.79999999999995,78.83203125,0.0,20245.0,7854.0,4321.0,13089.0,9479.0,4347.0,4058.0,1916.0,train
12,2015-05-09 23:33:29.109,1504,2015-05-09 16:33:27.868,66,87,0,2015-05-09 23:33:26.417,2015-05-09 23:33:26.417+00,math,512.0,17.80078125,32.076132569866466,-62.0,104.0,17.0,-37.0,74.0,29.01171875,0.0,2740.0,27325.0,30234.0,18751.0,13404.0,15804.0,15545.0,3141.0,test
13,2015-05-09 23:33:29.225,-293,2015-05-09 16:33:29.621,27,53,0,2015-05-09 23:33:29.979,2015-05-09 23:33:29.979+00,math,512.0,26.162109375,66.0356133928923,-169.0,228.0,28.0,-84.9,124.45,57.005859375,0.0,2748564.0,481537.0,28312.0,96849.0,180628.0,81373.0,83675.0,94695.0,train
8,2015-05-09 23:33:29.483,-40,2015-05-09 16:33:29.532,14,70,0,2015-05-09 23:33:29.638,2015-05-09 23:33:29.638+00,math,512.0,46.166015625,222.76789915052225,-519.0,1067.0,51.5,-378.45,268.84999999999985,140.490234375,0.0,786351.0,226029.0,41133.0,14584.0,24339.0,25743.0,5512.0,4092.0,train
6,2015-05-09 23:33:29.498,"-1,561",2015-05-09 16:33:31.132,47,30,0,2015-05-09 23:33:32.751,2015-05-09 23:33:32.751+00,math,512.0,30.474609375,42.93248856130008,-70.0,164.0,32.0,-37.45,102.0,42.208984375,0.0,82296.0,306508.0,31953.0,12513.0,25488.0,20971.0,6088.0,1782.0,train
10,2015-05-09 23:33:29.522,-18,2015-05-09 16:33:29.636,37,70,51,2015-05-09 23:33:29.722,2015-05-09 23:33:29.722+00,math,512.0,-70.91015625,568.7719121245797,-2048.0,1314.0,-58.0,-1219.15,735.2499999999998,367.51953125,0.01953125,1196729.0,72232.0,18068.0,12065.0,6169.0,6058.0,763.0,1418.0,train
11,2015-05-09 23:33:29.599,-179,2015-05-09 16:33:29.976,41,44,0,2015-05-09 23:33:30.212,2015-05-09 23:33:30.212+00,math,512.0,41.7578125,37.41568565073803,-110.0,132.0,41.0,-19.0,100.0,47.26171875,0.0,566294.0,143887.0,15984.0,87967.0,12868.0,11548.0,4089.0,5828.0,val
9,2015-05-09 23:33:29.679,10589,2015-05-09 16:33:19.184,21,91,0,2015-05-09 23:33:08.765,2015-05-09 23:33:08.765+00,math,512.0,38.25390625,67.09262184932268,-177.0,234.0,38.0,-73.0,148.45,62.66015625,0.0,445763.0,136488.0,16102.0,9134.0,12185.0,12552.0,23105.0,7362.0,train
5,2015-05-09 23:33:29.696,1021,2015-05-09 16:33:28.895,44,81,0,2015-05-09 23:33:27.930,2015-05-09 23:33:27.93+00,math,512.0,35.119140625,47.04082611026803,-85.0,171.0,29.0,-37.45,117.0,46.318359375,0.0,12741.0,7178.0,10742.0,18229.0,3154.0,9852.0,3448.0,1588.0,test
7,2015-05-09 23:33:29.701,13,2015-05-09 16:33:29.868,27,51,0,2015-05-09 23:33:29.917,2015-05-09 23:33:29.917+00,math,512.0,70.734375,79.04485814782247,-226.0,423.0,57.0,-1.4499999999999993,248.14999999999992,79.01953125,0.0,100303.0,40807.0,22178.0,22016.0,9447.0,22345.0,2473.0,2542.0,train
3,2015-05-09 23:33:29.732,14853,2015-05-09 16:33:14.873,63,63,0,2015-05-09 23:33:00.130,2015-05-09 23:33:00.13+00,math,512.0,40.439453125,31.08092144428681,-35.0,128.0,39.0,-8.45,96.45,42.291015625,0.0,10586.0,11799.0,8730.0,72495.0,17319.0,9546.0,2492.0,2409.0,test
15,2015-05-09 23:33:29.831,9268,2015-05-09 16:33:20.557,27,70,0,2015-05-09 23:33:11.350,2015-05-09 23:33:11.35+00,math,512.0,49.41015625,56.774737642287576,-105.0,215.0,46.0,-39.45,147.45,60.63671875,0.0,71562.0,109854.0,292237.0,31694.0,22669.0,16953.0,5403.0,5550.0,train
1,2015-05-09 23:33:29.889,13403,2015-05-09 16:33:16.744,50,93,0,2015-05-09 23:33:03.399,2015-05-09 23:33:03.399+00,math,512.0,47.974609375,30.246664005161996,-61.0,121.0,49.0,0.0,97.45,49.388671875,0.0,17269.0,46755.0,7453.0,41606.0,30618.0,8895.0,2843.0,1990.0,val
4,2015-05-09 23:33:29.898,7691,2015-05-09 19:33:22.333,24,100,0,2015-05-09 23:33:14.700,2015-05-09 23:33:14.7+00,math,512.0,55.8046875,27.236610412776106,-9.0,161.0,55.0,12.0,100.0,55.8671875,0.0,9018.0,39612.0,77045.0,4782.0,9079.0,7240.0,4351.0,1198.0,test
2,2015-05-09 23:33:29.927,26,2015-05-09 16:33:30.164,30,53,0,2015-05-09 23:33:30.200,2015-05-09 23:33:30.2+00,math,512.0,44.373046875,119.59340090136268,-296.0,473.0,50.0,-233.7,259.29999999999984,90.673828125,0.0,548827.0,184431.0,21349.0,48059.0,13182.0,9208.0,4278.0,7866.0,val
14,2015-05-09 23:33:29.958,726,2015-05-09 16:33:29.505,27,69,0,2015-05-09 23:33:28.844,2015-05-09 23:33:28.844+00,math,512.0,52.888671875,56.97602042020471,-123.0,248.0,46.5,-27.45,149.0,61.255859375,0.0,532615.0,39074.0,17091.0,7961.0,7427.0,3096.0,1204.0,1894.0,train
13,2015-05-09 23:33:30.133,-293,2015-05-09 16:33:30.593,43,50,0,2015-05-09 23:33:30.954,2015-05-09 23:33:30.954+00,math,512.0,28.61328125,190.205960684355,-536.0,769.0,33.0,-359.9,389.35,122.0859375,0.0,346371.0,195046.0,53390.0,97709.0,22227.0,62846.0,55185.0,27162.0,train
12,2015-05-09 23:33:30.316,1504,2015-05-09 16:33:28.877,64,91,0,2015-05-09 23:33:27.425,2015-05-09 23:33:27.425+00,math,512.0,27.173828125,102.56426652669028,-296.0,236.0,50.0,-177.45,161.45,88.193359375,0.0,24322.0,12393.0,18707.0,18054.0,6422.0,13830.0,2646.0,7476.0,test
8,2015-05-09 23:33:30.389,-40,2015-05-09 16:33:30.530,23,41,0,2015-05-09 23:33:30.635,2015-05-09 23:33:30.635+00,math,512.0,63.9296875,116.26372120593916,-298.0,295.0,70.5,-212.0,229.0,107.38671875,0.0,182280.0,64319.0,8527.0,3150.0,17497.0,4714.0,2828.0,1987.0,train
6,2015-05-09 23:33:30.397,"-1,561",2015-05-09 16:33:32.124,34,23,0,2015-05-09 23:33:33.742,2015-05-09 23:33:33.742+00,math,512.0,48.373046875,54.66070322136418,-107.0,214.0,48.5,-33.9,146.45,57.736328125,0.0,56140.0,131106.0,22100.0,3186.0,18234.0,7347.0,14654.0,3726.0,train
10,2015-05-09 23:33:30.444,-18,2015-05-09 16:33:30.652,37,70,26,2015-05-09 23:33:30.737,2015-05-09 23:33:30.737+00,math,512.0,94.224609375,391.4835145044471,-600.0,1159.0,-17.0,-477.15,867.1499999999996,295.919921875,0.0,1038633.0,24009.0,8498.0,11596.0,5250.0,4381.0,1150.0,585.0,train
11,2015-05-09 23:33:30.498,-179,2015-05-09 16:33:30.946,24,41,0,2015-05-09 23:33:31.184,2015-05-09 23:33:31.184+00,math,512.0,51.58984375,39.65342698746964,-109.0,197.0,51.5,-2.349999999999998,116.0,55.9375,0.0,44631.0,28182.0,6531.0,4433.0,2829.0,2058.0,1150.0,1046.0,val
9,2015-05-09 23:33:30.593,10589,2015-05-09 16:33:20.135,27,74,0,2015-05-09 23:33:09.697,2015-05-09 23:33:09.697+00,math,512.0,31.66015625,70.16970036971503,-135.0,259.0,33.5,-86.9,141.24999999999994,62.1015625,0.0,346173.0,21553.0,7358.0,2550.0,2025.0,2903.0,2345.0,4538.0,train
5,2015-05-09 23:33:30.604,1022,2015-05-09 16:33:29.877,54,74,0,2015-05-09 23:33:28.911,2015-05-09 23:33:28.911+00,math,512.0,47.90234375,57.58100810603125,-151.0,229.0,57.5,-55.35,122.45,63.55859375,0.0,270590.0,35407.0,16473.0,34913.0,6196.0,10131.0,4950.0,3817.0,test
7,2015-05-09 23:33:30.613,13,2015-05-09 16:33:30.840,50,38,0,2015-05-09 23:33:30.889,2015-05-09 23:33:30.889+00,math,512.0,32.396484375,75.31766727179873,-258.0,167.0,49.0,-149.95,113.0,66.181640625,0.0,55650.0,28674.0,5821.0,13657.0,11440.0,5969.0,2126.0,2628.0,train
3,2015-05-09 23:33:30.640,14853,2015-05-09 16:33:15.853,51,78,0,2015-05-09 23:33:01.284,2015-05-09 23:33:01.284+00,math,512.0,43.09765625,38.15954165745228,-55.0,136.0,41.0,-23.0,112.0,48.0,0.0,20730.0,26625.0,5139.0,109080.0,26955.0,5391.0,3123.0,2417.0,test
15,2015-05-09 23:33:30.747,9268,2015-05-09 16:33:21.579,23,69,0,2015-05-09 23:33:12.371,2015-05-09 23:33:12.371+00,math,512.0,37.083984375,50.410839233737775,-89.0,219.0,35.0,-42.45,119.0,48.751953125,0.0,66886.0,19258.0,34078.0,8899.0,4379.0,2280.0,1803.0,1386.0,train
4,2015-05-09 23:33:30.808,7691,2015-05-09 19:33:23.334,30,100,0,2015-05-09 23:33:15.701,2015-05-09 23:33:15.701+00,math,512.0,53.359375,29.55463277321129,-22.0,151.0,54.0,5.550000000000001,101.0,53.90234375,0.0,3258.0,18990.0,20066.0,27824.0,8614.0,7982.0,5449.0,1552.0,test
13,2015-05-09 23:33:31.043,-293,2015-05-09 16:33:31.618,43,35,0,2015-05-09 23:33:31.979,2015-05-09 23:33:31.979+00,math,512.0,51.5859375,71.54429652142855,-134.0,259.0,49.0,-57.0,174.34999999999997,70.6875,0.0,307008.0,513658.0,59813.0,174815.0,18226.0,50141.0,50548.0,50913.0,train
1,2015-05-09 23:33:31.107,13405,2015-05-09 16:33:17.749,56,80,0,2015-05-09 23:33:04.402,2015-05-09 23:33:04.402+00,math,512.0,47.005859375,29.000975954142035,-25.0,144.0,44.0,1.0,100.0,47.705078125,0.0,22435.0,22581.0,7030.0,22607.0,19750.0,8554.0,4882.0,3404.0,val
2,2015-05-09 23:33:31.142,26,2015-05-09 16:33:31.170,34,51,0,2015-05-09 23:33:31.203,2015-05-09 23:33:31.203+00,math,512.0,44.283203125,32.49134306419158,-81.0,182.0,40.0,-2.8999999999999986,103.45,47.119140625,0.0,117288.0,24853.0,6828.0,5243.0,3162.0,2860.0,1635.0,1616.0,val
14,2015-05-09 23:33:31.165,726,2015-05-09 16:33:30.522,17,57,0,2015-05-09 23:33:29.858,2015-05-09 23:33:29.858+00,math,512.0,57.689453125,121.70359439541392,-247.0,519.0,57.0,-159.35,320.39999999999986,94.541015625,0.0,162146.0,71923.0,4849.0,8963.0,4018.0,3418.0,5402.0,2054.0,train
12,2015-05-09 23:33:31.221,1504,2015-05-09 16:33:29.860,64,84,0,2015-05-09 23:33:28.408,2015-05-09 23:33:28.408+00,math,512.0,23.556640625,47.8640726233111,-108.0,204.0,19.0,-44.45,114.45,38.251953125,0.0,163237.0,149954.0,47638.0,8234.0,15083.0,26283.0,11252.0,5371.0,test
8,2015-05-09 23:33:31.295,-40,2015-05-09 16:33:31.513,13,35,0,2015-05-09 23:33:31.618,2015-05-09 23:33:31.618+00,math,512.0,51.525390625,77.0102426974241,-185.0,231.0,49.0,-86.9,179.0,73.755859375,0.0,466132.0,226599.0,6606.0,49220.0,24569.0,9259.0,8321.0,4518.0,train
10,2015-05-09 23:33:31.348,-18,2015-05-09 16:33:31.627,37,70,26,2015-05-09 23:33:31.712,2015-05-09 23:33:31.712+00,math,512.0,27.646484375,93.640988847448,-267.0,262.0,21.0,-120.45,184.5999999999999,76.552734375,0.0,720983.0,48757.0,4981.0,4057.0,4179.0,2832.0,582.0,592.0,train
9,2015-05-09 23:33:31.516,10589,2015-05-09 16:33:21.155,35,60,0,2015-05-09 23:33:10.684,2015-05-09 23:33:10.684+00,math,512.0,31.923828125,73.41709861960264,-122.0,262.0,24.0,-76.0,163.34999999999997,62.650390625,0.0,370627.0,20057.0,10568.0,4394.0,2835.0,6107.0,3757.0,3359.0,train
3,2015-05-09 23:33:31.548,14853,2015-05-09 16:33:16.841,61,83,0,2015-05-09 23:33:02.278,2015-05-09 23:33:02.278+00,math,512.0,43.15625,39.83813685951566,-97.0,161.0,45.0,-18.0,108.0,49.4765625,0.0,16565.0,32104.0,29059.0,14184.0,7208.0,16439.0,4715.0,3845.0,test
6,2015-05-09 23:33:31.595,"-1,561",2015-05-09 16:33:33.147,35,34,0,2015-05-09 23:33:34.769,2015-05-09 23:33:34.769+00,math,512.0,39.03515625,57.04937840623757,-117.0,186.0,38.0,-51.45,124.0,55.515625,0.0,122443.0,162788.0,54086.0,48349.0,27525.0,19197.0,8350.0,6112.0,train
15,2015-05-09 23:33:31.655,9570,2015-05-09 16:33:22.577,43,75,0,2015-05-09 23:33:13.367,2015-05-09 23:33:13.367+00,math,512.0,41.984375,36.98410435050949,-65.0,161.0,39.0,-15.799999999999995,106.45,45.7578125,0.0,195908.0,9665.0,10196.0,4046.0,2104.0,9679.0,2476.0,514.0,train
11,2015-05-09 23:33:31.699,-179,2015-05-09 16:33:31.955,26,38,0,2015-05-09 23:33:32.198,2015-05-09 23:33:32.198+00,math,512.0,54.900390625,72.00436618599883,-100.0,604.0,44.0,-5.449999999999999,117.0,58.412109375,0.0,37043.0,45775.0,38827.0,21405.0,16887.0,9961.0,3574.0,4993.0,val
5,2015-05-09 23:33:31.813,1022,2015-05-09 16:33:30.861,44,57,0,2015-05-09 23:33:29.897,2015-05-09 23:33:29.897+00,math,512.0,35.013671875,33.62217995542279,-75.0,144.0,35.0,-13.45,94.79999999999995,39.548828125,0.0,60854.0,54680.0,2825.0,1177.0,3254.0,2160.0,1464.0,1366.0,test
7,2015-05-09 23:33:31.939,129,2015-05-09 16:33:31.866,51,29,0,2015-05-09 23:33:31.915,2015-05-09 23:33:31.915+00,math,512.0,45.666015625,25.499382983951904,-33.0,131.0,44.0,6.0,91.0,46.080078125,0.0,376172.0,162745.0,52381.0,27101.0,20286.0,10185.0,10360.0,7146.0,train
1,2015-05-09 23:33:32.019,13405,2015-05-09 16:33:18.735,41,84,0,2015-05-09 23:33:05.388,2015-05-09 23:33:05.388+00,math,512.0,47.37890625,27.575552896609544,-56.0,135.0,48.0,1.0,91.0,48.7265625,0.0,4641.0,22297.0,12585.0,35891.0,3410.0,4374.0,2610.0,1504.0,val
4,2015-05-09 23:33:32.023,7691,2015-05-09 19:33:24.341,34,100,0,2015-05-09 23:33:16.709,2015-05-09 23:33:16.709+00,math,512.0,52.83984375,33.113054072005895,-37.0,169.0,52.0,-1.8999999999999984,106.0,54.2890625,0.0,3759.0,12525.0,18398.0,72852.0,9512.0,6010.0,1835.0,2000.0,test
2,2015-05-09 23:33:32.055,25,2015-05-09 16:33:32.128,44,56,0,2015-05-09 23:33:32.161,2015-05-09 23:33:32.161+00,math,512.0,37.71875,169.4919424476795,-313.0,515.0,55.0,-260.9,371.0,131.71875,0.0,28940.0,13826.0,14199.0,9863.0,8417.0,11968.0,5620.0,12921.0,val
14,2015-05-09 23:33:32.069,726,2015-05-09 16:33:31.507,17,48,0,2015-05-09 23:33:30.844,2015-05-09 23:33:30.844+00,math,512.0,54.802734375,56.2566849529742,-211.0,187.0,58.5,-50.9,133.45,67.240234375,0.0,316674.0,61013.0,9936.0,5859.0,10256.0,4220.0,1691.0,4185.0,train
12,2015-05-09 23:33:32.124,1504,2015-05-09 16:33:30.841,67,69,0,2015-05-09 23:33:29.390,2015-05-09 23:33:29.39+00,math,512.0,22.220703125,32.28656056714024,-129.0,118.0,23.0,-27.45,69.0,31.294921875,0.0,48084.0,76635.0,9700.0,14658.0,20112.0,22815.0,4773.0,8184.0,test
8,2015-05-09 23:33:32.202,-40,2015-05-09 16:33:32.509,27,27,0,2015-05-09 23:33:32.615,2015-05-09 23:33:32.615+00,math,512.0,42.28125,60.63410852966752,-134.0,296.0,37.5,-55.45,140.69999999999993,57.8828125,0.0,241244.0,18037.0,6448.0,1215.0,6606.0,7549.0,898.0,2005.0,train
13,2015-05-09 23:33:32.259,-289,2015-05-09 16:33:32.589,51,47,0,2015-05-09 23:33:32.947,2015-05-09 23:33:32.947+00,math,512.0,39.126953125,57.71787438505556,-150.0,187.0,40.5,-55.0,129.89999999999998,56.423828125,0.0,1020159.0,19929.0,78128.0,14525.0,7239.0,10613.0,33127.0,8680.0,train
3,2015-05-09 23:33:32.454,14853,2015-05-09 16:33:17.842,44,90,0,2015-05-09 23:33:03.096,2015-05-09 23:33:03.096+00,math,512.0,40.921875,33.30695530192418,-40.0,138.0,41.0,-20.0,93.0,44.765625,0.0,98282.0,17040.0,3006.0,9268.0,2172.0,1958.0,1387.0,387.0,test
6,2015-05-09 23:33:32.496,"-1,562",2015-05-09 16:33:34.115,47,35,0,2015-05-09 23:33:35.738,2015-05-09 23:33:35.738+00,math,512.0,39.724609375,47.56061448960329,-66.0,182.0,36.0,-38.0,119.0,49.509765625,0.0,603100.0,43940.0,95932.0,22340.0,3846.0,36419.0,5643.0,3339.0,train
10,2015-05-09 23:33:32.568,-18,2015-05-09 16:33:32.670,47,57,0,2015-05-09 23:33:32.755,2015-05-09 23:33:32.755+00,math,512.0,-3.408203125,76.38261630327767,-177.0,273.0,-10.5,-109.0,150.0,58.314453125,0.0,284671.0,45033.0,6931.0,4854.0,4577.0,6543.0,2748.0,2656.0,train
11,2015-05-09 23:33:32.599,-180,2015-05-09 16:33:32.950,23,47,0,2015-05-09 23:33:33.184,2015-05-09 23:33:33.184+00,math,512.0,37.99609375,217.00693029772395,-408.0,698.0,59.0,-328.45,502.69999999999993,160.203125,0.0,63567.0,95875.0,108803.0,64567.0,22637.0,10470.0,8156.0,2885.0,val
9,2015-05-09 23:33:32.685,10532,2015-05-09 16:33:22.158,27,56,0,2015-05-09 23:33:11.687,2015-05-09 23:33:11.687+00,math,512.0,38.396484375,68.98486181413557,-165.0,215.0,41.0,-82.45,151.45,64.060546875,0.0,124631.0,39129.0,9761.0,9206.0,2433.0,1518.0,2352.0,2429.0,train
5,2015-05-09 23:33:32.720,1022,2015-05-09 16:33:31.878,54,43,0,2015-05-09 23:33:30.911,2015-05-09 23:33:30.911+00,math,512.0,44.060546875,43.58946267105076,-76.0,219.0,41.0,-23.35,120.45,49.529296875,0.0,29535.0,25164.0,13254.0,32292.0,9650.0,8417.0,4190.0,3933.0,test
7,2015-05-09 23:33:32.852,129,2015-05-09 16:33:32.879,64,29,0,2015-05-09 23:33:32.929,2015-05-09 23:33:32.929+00,math,512.0,38.10546875,126.71400118018836,-291.0,522.0,44.0,-220.6,268.0999999999998,88.04296875,0.0,32441.0,10455.0,3039.0,7671.0,5694.0,9892.0,3620.0,1210.0,train
15,2015-05-09 23:33:32.864,9570,2015-05-09 16:33:23.563,50,87,0,2015-05-09 23:33:14.356,2015-05-09 23:33:14.356+00,math,512.0,39.1015625,54.777011008803626,-103.0,187.0,41.0,-53.45,128.45,54.6328125,0.0,14630.0,34011.0,64362.0,24955.0,8572.0,11973.0,6314.0,2608.0,train
1,2015-05-09 23:33:32.923,13405,2015-05-09 16:33:19.716,60,66,0,2015-05-09 23:33:06.369,2015-05-09 23:33:06.369+00,math,512.0,45.3671875,32.4554071702982,-53.0,150.0,42.0,1.5500000000000007,102.0,46.70703125,0.0,11888.0,14622.0,7172.0,12690.0,10048.0,7316.0,2437.0,2741.0,val
2,2015-05-09 23:33:32.965,25,2015-05-09 16:33:33.128,41,64,0,2015-05-09 23:33:33.161,2015-05-09 23:33:33.161+00,math,512.0,52.802734375,139.76785353989018,-381.0,521.0,62.0,-276.35,264.9,107.208984375,0.0,21145.0,16365.0,5396.0,1382.0,2342.0,2222.0,313.0,233.0,val
14,2015-05-09 23:33:32.973,726,2015-05-09 16:33:32.495,24,41,0,2015-05-09 23:33:31.829,2015-05-09 23:33:31.829+00,math,512.0,52.408203125,158.07489130419714,-355.0,572.0,49.0,-244.45,407.25,115.525390625,0.0,73130.0,8180.0,5990.0,669.0,1971.0,6411.0,2735.0,2358.0,train
4,2015-05-09 23:33:32.986,7744,2015-05-09 19:33:25.319,30,100,0,2015-05-09 23:33:17.688,2015-05-09 23:33:17.688+00,math,512.0,53.458984375,30.185142851550427,-29.0,137.0,54.0,3.5500000000000007,100.0,54.248046875,0.0,6833.0,9990.0,79313.0,56777.0,7952.0,8701.0,2323.0,1185.0,test
13,2015-05-09 23:33:33.169,-289,2015-05-09 16:33:33.570,57,54,0,2015-05-09 23:33:33.935,2015-05-09 23:33:33.935+00,math,512.0,40.12890625,62.63316270697745,-133.0,205.0,39.5,-69.0,144.89999999999998,60.54296875,0.0,903835.0,20739.0,16018.0,4436.0,3207.0,10252.0,11250.0,9543.0,train
12,2015-05-09 23:33:33.331,1504,2015-05-09 16:33:31.861,78,60,0,2015-05-09 23:33:30.409,2015-05-09 23:33:30.409+00,math,512.0,18.71484375,137.2432714595258,-349.0,427.0,24.0,-291.9,309.24999999999994,90.6796875,0.0,11823.0,12855.0,1661.0,11299.0,17253.0,18170.0,6751.0,6342.0,test
6,2015-05-09 23:33:33.396,"-1,562",2015-05-09 16:33:35.114,63,43,0,2015-05-09 23:33:36.732,2015-05-09 23:33:36.732+00,math,512.0,38.474609375,52.89597083253281,-65.0,189.0,32.0,-38.0,138.45,50.365234375,0.0,874531.0,60362.0,16863.0,15452.0,21296.0,34938.0,11062.0,9597.0,train
8,2015-05-09 23:33:33.412,-40,2015-05-09 16:33:33.511,37,35,0,2015-05-09 23:33:33.615,2015-05-09 23:33:33.615+00,math,512.0,30.275390625,199.11127821680185,-550.0,752.0,54.0,-392.25,371.5999999999997,131.787109375,0.0,146905.0,34189.0,690.0,16663.0,1778.0,10643.0,3121.0,1146.0,train
10,2015-05-09 23:33:33.478,-19,2015-05-09 16:33:33.638,35,47,0,2015-05-09 23:33:33.721,2015-05-09 23:33:33.721+00,math,512.0,41.072265625,72.26660068492528,-152.0,272.0,40.0,-92.05,178.45,63.017578125,0.0,555904.0,151512.0,18338.0,6846.0,13294.0,15226.0,9844.0,5976.0,train
11,2015-05-09 23:33:33.498,-180,2015-05-09 16:33:33.949,29,47,0,2015-05-09 23:33:34.186,2015-05-09 23:33:34.186+00,math,512.0,51.189453125,56.70049849329746,-251.0,165.0,59.0,-51.0,119.45,66.849609375,0.0,580785.0,30421.0,21042.0,3867.0,7766.0,5443.0,520.0,404.0,val
9,2015-05-09 23:33:33.599,10532,2015-05-09 16:33:23.130,23,60,0,2015-05-09 23:33:12.659,2015-05-09 23:33:12.659+00,math,512.0,29.8046875,45.71627147993747,-114.0,156.0,32.0,-45.45,105.45,43.47265625,0.0,265496.0,384834.0,86449.0,14523.0,14213.0,18574.0,14882.0,12869.0,train
5,2015-05-09 23:33:33.628,1021,2015-05-09 16:33:32.880,48,30,0,2015-05-09 23:33:31.912,2015-05-09 23:33:31.912+00,math,512.0,42.5078125,74.43440338791494,-158.0,245.0,43.0,-94.8,182.0,67.82421875,0.0,94913.0,19032.0,2605.0,5602.0,3771.0,3866.0,1468.0,540.0,test
3,2015-05-09 23:33:33.665,14853,2015-05-09 16:33:18.819,50,91,0,2015-05-09 23:33:04.249,2015-05-09 23:33:04.249+00,math,512.0,41.921875,34.33500158707401,-53.0,137.0,41.0,-10.45,99.0,45.30859375,0.0,25667.0,14246.0,10939.0,62659.0,2734.0,14022.0,2568.0,1605.0,test
7,2015-05-09 23:33:33.762,129,2015-05-09 16:33:33.831,41,26,0,2015-05-09 23:33:33.881,2015-05-09 23:33:33.881+00,math,512.0,58.00390625,25.306634821548496,5.0,123.0,56.0,20.0,99.45,58.00390625,0.0,82117.0,47553.0,16379.0,1976.0,2489.0,1054.0,356.0,499.0,train
