1638961111.000000, 1638961111.000000, 1638961111.000000
32.000000, 32.000000, 32.000000
-26,37,45
-27,37,45
-26,37,45
-27,37,45
-27,36,45
-26,37,45
-27,36,45
-27,36,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-26,36,45
-26,36,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-27,36,45
-27,36,45
-27,36,45
-26,36,45
-27,37,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-27,36,45
-27,36,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-27,36,45
-27,37,45
-27,36,45
-26,36,45
-27,36,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-27,37,45
-27,37,45
-26,37,45
-26,37,45
-26,37,45
-27,36,45
-27,36,45
-26,36,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-26,36,45
-26,36,45
-27,36,45
-26,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-26,37,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,36,45
-27,36,45
-27,36,45
-26,36,45
-26,37,45
-27,37,45
-26,37,45
-27,37,45
-26,37,45
-27,37,45
-27,36,45
-26,37,45
-26,37,45
-27,37,45
-27,36,45
-27,37,45
-26,36,45
-27,37,45
-26,37,45
-26,36,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-26,36,45
-27,37,45
-26,37,45
-26,36,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-27,36,45
-27,36,45
-26,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-26,36,45
-26,37,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-26,36,45
-27,37,45
-27,36,45
-26,37,45
-26,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-26,36,45
-26,37,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-26,36,45
-26,36,45
-26,36,45
-27,37,45
-27,36,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,36,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,36,45
-27,37,45
-26,36,45
-26,37,45
-27,37,45
-26,37,45
-26,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-27,37,45
-26,37,45
-26,37,45
-26,37,45
-27,37,45
-26,37,45
-26,37,46
-25,37,46
-26,36,46
-26,36,45
-26,36,45
-27,36,44
-28,36,44
-28,36,45
-26,36,45
-26,37,45
-25,37,46
-24,37,46
-25,37,47
-25,37,46
-26,37,45
-26,37,45
-27,36,45
-27,37,45
-26,37,45
-25,37,46
-25,37,45
-26,37,46
-26,37,46
-26,37,46
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,46
-26,37,46
-26,37,45
-26,37,45
-26,36,46
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,46
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,36,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,45
-26,37,46
-26,37,45
-26,37,45
